id,codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
2486,0011025501,0068,2018-03-10T07:15:00.000,16.30346,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Temp Aire 2 m,°C
2487,0021015501,0068,2019-05-29T01:05:00.000,17.63224,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Temp Aire 2 m,°C
2488,0053115502,0068,2016-07-11T21:55:00.000,19,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
2489,0023065503,0068,2016-09-28T06:00:00.000,17.6,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,MEDIO MAGDALENA,4.95,-74.4,Temp Aire 2 m,°C
2490,0026065501,0068,2019-02-28T17:55:00.000,21.08414,JAMUNDI  - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.215580556,-76.68021944,Temp Aire 2 m,°C
2491,0021206930,0068,2018-10-19T23:00:00.000,7.2,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.086444444,-74.02216667,Temp Aire 2 m,°C
2492,0053115502,0068,2018-07-16T13:15:00.000,29.17229,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
2493,0021208480,0068,2013-01-27T21:20:00.000,17,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
2494,0021202180,0068,2013-09-02T11:30:00.000,16.7,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
2495,0011035030,0068,2019-07-26T10:00:00.000,27.2,PR CHOCO: UNION PANAMERICANA,CHOCÓ,UNIÓN PANAMERICANA,ATRATO - DARIÉN,5.285,-76.628,Temp Aire 2 m,°C
2496,0044035501,0068,2019-04-25T12:00:00.000,19.12415,PAUJIL  - AUT,CAQUETA,EL PAUJIL,CAQUETÁ,1.573819444,-75.3402,Temp Aire 2 m,°C
2497,0026145507,0068,2016-07-08T16:40:00.000,28.8,LAS TANGAS  - AUT,CALDAS,BELALCAZAR,CAUCA,5.038,-75.80599722,Temp Aire 2 m,°C
2498,0025025360,0068,2016-10-14T02:00:00.000,26.2,AEROPUERTO LAS FLORES  - AUT,MAGDALENA,EL BANCO,BAJO MAGDALENA,9.046333333,-73.97083333,Temp Aire 2 m,°C
2499,0052025501,0068,2017-06-22T15:00:00.000,20.31649,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Temp Aire 2 m,°C
2500,0021208480,0068,2014-12-11T23:25:00.000,16.2,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
2501,0021206960,0068,2008-07-29T01:00:00.000,12.8,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
2502,0052025501,0068,2017-08-09T22:20:00.000,18.61268,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Temp Aire 2 m,°C
2503,0053115502,0068,2017-05-26T07:45:00.000,21,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
2504,0021055070,0068,2005-11-24T04:00:00.000,13.1,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Temp Aire 2 m,°C
2505,2120700038,0068,2019-02-21T19:35:00.000,15.31,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
2506,0025025000,0068,2016-09-29T04:00:00.000,25,EL DIFICIL - AUT,MAGDALENA,ARIGUANÍ (EL DIFICIL),CESAR,9.911972222,-74.08580556,Temp Aire 2 m,°C
2507,0026015010,0068,2011-03-21T01:00:00.000,14.2,EL TABLAZO - AUT,CAUCA,POPAYÁN,CAUCA,2.474833056,-76.58129361,Temp Aire 2 m,°C
2508,0022045502,0068,2017-12-21T22:20:00.000,19.82598,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
2509,0021202230,0068,2015-05-18T22:00:00.000,14.5,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
2510,0035195060,0068,2019-05-09T18:00:00.000,11,PERENCO: TOQUILLA,BOYACÁ,AQUITANIA,META,5.524,-72.791,Temp Aire 2 m,°C
2511,0052015501,0068,2019-04-09T04:30:00.000,15.88283,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Temp Aire 2 m,°C
2512,0035235050,0068,2018-07-06T23:00:00.000,20.7,PERENCO: TAMARA,CASANARE,TÁMARA,META,5.819,-72.167,Temp Aire 2 m,°C
2513,0026145501,0068,2018-09-02T18:20:00.000,18.93135,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
2514,0023065190,0068,2018-02-06T13:00:00.000,29,QUEBRADA NEGRA - AUT,CUNDINAMARCA,QUEBRADANEGRA,MEDIO MAGDALENA,5.137611111,-74.48125,Temp Aire 2 m,°C
2515,0026135300,0068,2012-10-08T17:59:05.000,0,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,CAUCA,4.761916667,-75.74491667,Temp Aire 2 m,°C
2516,3505500061,0068,2019-08-12T04:00:00.000,20.6,MEDINA - AUT,CUNDINAMARCA,MEDINA,META,4.506638889,-73.347111111,Temp Aire 2 m,°C
2517,0021015070,0068,2006-06-14T10:00:00.000,17.4,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675833,-76.106841,Temp Aire 2 m,°C
2518,0016035501,0068,2017-06-04T07:20:00.000,19.79498,SARDINATA  - AUT,NORTE DE SANTANDER,SARDINATA,CATATUMBO,8.151169444,-72.86776667,Temp Aire 2 m,°C
2519,0021085501,0068,2019-04-19T21:45:00.000,18.5943,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
2520,0026125506,0068,2018-07-25T11:25:00.000,25.91945,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
2521,0053115502,0068,2016-08-08T21:55:00.000,19.3,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
2522,0021202170,0068,2015-01-23T06:35:00.000,13.7,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
2523,0028035060,0068,2014-06-03T02:00:00.000,26.9,FEDEARROZ - AUT,CESAR,VALLEDUPAR,CESAR,10.46361111,-73.24805556,Temp Aire 2 m,°C
2524,0021085501,0068,2017-09-07T09:55:00.000,27.29854,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
2525,0051025060,0068,2014-08-03T13:00:00.000,24.9,BIOTOPO - AUT,NARIÑO,BARBACOAS,MIRA,1.408638889,-78.28161111,Temp Aire 2 m,°C
2526,0015015120,0068,2013-07-29T22:00:00.000,27.8,UNIVERSIDAD TECNOLOGICA  - AUT,MAGDALENA,SANTA MARTA,CARIBE - GUAJIRA,11.22305556,-74.18591667,Temp Aire 2 m,°C
2527,0021055501,0068,2019-07-07T15:55:00.000,20.42655,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Temp Aire 2 m,°C
2528,0024025090,0068,2015-12-23T16:00:00.000,25.4,MOGOTES - AUT,SANTANDER,MOGOTES,SOGAMOSO,6.47,-72.96888889,Temp Aire 2 m,°C
2529,0023065503,0068,2019-05-07T15:20:00.000,25.09368,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,MEDIO MAGDALENA,4.95,-74.4,Temp Aire 2 m,°C
2530,0021208480,0068,2014-06-27T02:05:00.000,14.2,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
2531,0021215190,0068,2017-10-02T21:00:00.000,14.1,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435666667,-75.50036111,Temp Aire 2 m,°C
2532,2120000106,0068,2019-08-16T16:48:00.000,9.21,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Temp Aire 2 m,°C
2533,0021205511,0068,2019-02-04T03:20:00.000,6.449,EL OKAL  - AUT,CUNDINAMARCA,VILLAGÓMEZ,ALTO MAGDALENA,5.001,-73.733,Temp Aire 2 m,°C
2534,0023065501,0068,2017-08-13T19:45:00.000,19.12365,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
2535,0021201980,0068,2015-04-18T16:30:00.000,14.4,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
2536,0052025090,0068,2015-06-28T11:00:00.000,20.2,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Temp Aire 2 m,°C
2537,0026125509,0068,2018-02-09T04:20:00.000,17.90298,ESPERANZA LA  - AUT,QUINDÍO,PIJAO,CAUCA,4.299444444,-75.72508056,Temp Aire 2 m,°C
2538,0026125290,0068,2006-12-11T10:00:00.000,22.4,ARMENIA - AUT,QUINDÍO,ARMENIA,CAUCA,4.531583333,-75.69069444,Temp Aire 2 m,°C
2539,0021202250,0068,2013-04-30T20:40:00.000,15,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
2540,0021085501,0068,2018-02-16T01:00:00.000,18.04304,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
2541,0026135502,0068,2019-02-25T09:10:00.000,21.61411,EL JAZMIN  - AUT,RISARALDA,SANTA ROSA DE CABAL,CAUCA,4.911944444,-75.62416389,Temp Aire 2 m,°C
2542,0035085070,0068,2011-08-04T12:00:00.000,23.6,SANTA MARIA - AUT,BOYACÁ,SANTA MARÍA,META,4.84125,-73.25669444,Temp Aire 2 m,°C
2543,0026145505,0068,2016-06-29T03:30:00.000,20.5,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Temp Aire 2 m,°C
2544,0035085060,0068,2014-03-08T05:00:00.000,18.2,ZETAQUIRA - AUT,BOYACÁ,ZETAQUIRÁ,META,5.294944444,-73.16994444,Temp Aire 2 m,°C
2545,0035025502,0068,2019-04-10T19:00:00.000,17.18,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
2546,0021202200,0068,2011-06-03T23:35:00.000,13.6,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
2547,0024035360,0068,2016-07-22T14:00:00.000,21.6,SOCHA - AUT,BOYACÁ,SOCHA,SOGAMOSO,5.985416667,-72.99702778,Temp Aire 2 m,°C
2548,0022045502,0068,2019-04-19T10:05:00.000,23.93808,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
2549,2120000104,0068,2019-08-03T23:35:00.000,9.94,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Temp Aire 2 m,°C
2550,2120700038,0068,2019-07-19T15:11:00.000,18.17,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
2551,0026135501,0068,2018-08-15T06:15:00.000,17.74496,EL PILAMO  - AUT,RISARALDA,PEREIRA,CAUCA,4.868333333,-75.79333333,Temp Aire 2 m,°C
2552,0026215501,0068,2019-05-24T15:45:00.000,23.95172,CONCORDIA  - AUT,ANTIOQUIA,CONCORDIA,CAUCA,6.042441667,-75.92149722,Temp Aire 2 m,°C
2553,0021215501,0068,2018-03-14T16:40:00.000,28.48063,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
2554,0021202170,0068,2016-01-16T01:40:00.000,20.5,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
2555,0023085501,0068,2017-06-22T17:05:00.000,23.03311,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Temp Aire 2 m,°C
2556,2120000102,0068,2018-11-04T01:01:00.000,9.88,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Temp Aire 2 m,°C
2557,0052025090,0068,2012-07-16T02:00:00.000,16.8,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Temp Aire 2 m,°C
